Unit Code	Short Unit Title
EXSC314	HEALTHY RELATIONS:YOUNG PEOPLE
EXSC315	ALPINE ECOLOGY & OUTDOOR EXP
EXSC320	ADVANCED BIOMECHANICS
EXSC330	ADV MOTOR CONTROL & LEARNING
EXSC335	ADV EXERCISE & SPORT PSYCH
EXSC340	ADVANCED EXERCISE PHYSIOLOGY
EXSC345	EXERCISE PROGRAMMING
EXSC346	EXERCISE REHABILITATION
EXSC347	NUTRITION AND EXERCISE
EXSC348	EXERCISE SPORT SAFETY & INJURY
EXSC360	EVENT MANAGEMENT
EXSC361	HR SPORT&PHSYICAL ACTIVTY MNGT
EXSC362	FINANCIAL MNGT SPORT&PHSY ACT
EXSC363	PROBLEM SOLVING-SPORT MANAGERS
EXSC364	MARKETING & PROMOTING SPORT
EXSC367	MAN. EVENTS FOR SPORT&EXERCISE
EXSC369	MARKET&PROMOTE SPORT&EXERCISE
EXSC380	FOUNDATIONS HEALTH PROMOTION
EXSC381	PROGRAMS AND PRACTICES
EXSC382	PROG&PRACTICE HLTH PROMOTION
EXSC385	CHALL&OPPOR:HLTH OF YNG PEOPLE
EXSC390	LEADERSHIP PRAC & OUTDOOR EXP
EXSC391	EVALUATION OF OUTDOOR EXP
EXSC392	SPORT STUDIES 1
EXSC393	SPORT STUDIES 2
EXSC394	EXERCISE, HEALTH & DISEASE
EXSC395	OUTDOOR PROG&MENT YOUTH RISK
EXSC396	ADVANCED COACHING SCIENCE
EXSC397	HEALTH ED. & HARM MIN. STRAT
EXSC398	PROFESSIONAL EXPERIENCE 3
EXSC399	INDUSTRY EXPERIENCE 3
EXSC402	RES METHODS: EXERCISE SCIENCE
EXSC403	EXPERIMENTAL DESIGN & STATS
EXSC404	HONOURS THESIS PART A
EXSC405	HONOURS THESIS PART B
EXSC406	HONOURS THESIS PART C
EXSC407	HONOURS THESIS (PART A)
EXSC408	HONOURS THESIS (PART B)
EXSC411	RESEARCH METHODS HLTH SCIENCES
EXSC412	PREP. FOR RESEARCH IN HLTH SC.
EXSC413	DATA MGMT IN HLTH SCIENCES
EXSC414	HONOURS THESIS P/T (PART C)
EXSC415	HONOURS THESIS P/T (PART D)
EXSC500	LIFESTYLE & EXERCISE COUNSELL.
EXSC501	NEURO ANALY PRESCRIPT & REHAB
EXSC502	MUSKULOSKELETAL ANALYSIS
EXSC503	CLINICAL EXPERIENCE 1
EXSC504	RESPONSIBLE CLINICAL PRACTICE
EXSC506	CARDIO-RESPIRATORY ANALYSIS
EXSC507	CLINICAL EXPERIENCE 2
EXSC508	EXERCISE & METABOLIC SYNDROMES
EXSC600	THESIS (FULL-TIME)
EXSC601	THESIS (PART-TIME)
EXSC609	SCIENTIFIC & CLIN. REPORT WRIT
EXSC611	OCCUPATIONAL ASSESS & REHAB
EXSC612	MANAGEMENT OF CLINICAL BUSINE.
EXSC613	EXERCISE AND AGEING
EXSC614	PHARMACOLOGY & EXERCISE
EXSC615	PROJECT
EXSC621	CLINICAL BIOMECHANICS
EXSC622	CHRONIC DISEASE PREVENTION
EXSC623	NEURO. REHAB. & TRAINING
EXSC624	BIOMECHANICS
EXSC625	ADV SKILL FOR EXERCISE CONTROL
EXSC626	ERGONOMICS
EXSC627	CHRONIC DISEASE REHABILITATION
EXSC628	EXER. TEST. & PRESCRIP. REHAB.
EXSC629	RESEARCH PROJECT
EXSC630	CLIN. PLACE. IN REHAB. PRAC.
EXSC631	CLINICAL EXPERIENCE IN REHAB.
EXSC632	NEURO ANALY PRESCRIPT & REHAB
EXSC633	LIFESTYLE & EXERCISE COUNSELL
EXSC634	MUSCULOSKELETAL ANALYSIS
EXSC635	CARDIOMETABOLIC ANALYS & REHAB
EXSC636	RESPONSIBLE CLINICAL PRACTICE
EXSC637	CLINICAL EXPERIENCE 1
EXSC638	CLINICAL EXPERIENCE 2
EXSC663	SPORTS MKTG & COMMUNICATION
EXSC664	ENT'SHIP & SML BUS MAN- SPORT
EXSC666	ATHLETE & PLAYER MANAGEMENT
EXSC667	SPORT CULTURE & POLITICS
FAML100	THE NATURE OF RESIDENTIAL CARE
FAML200	HEALTH FITNESS & NUTRITION
FXIX159	INDUSTRY EXPERIENCE 1
FXIX259	INDUSTRY EXPERIENCE 2
FXIX359	INDUSTRY EXPERIENCE 3
FXOR100	ADVANCED BUSHWALKING
FXOR101	BASE CAMPING
FXOR102	ADVANCED NAVIGATION
FXOR201	SNORKEL INSTRUCTOR
FXOR202	ALPINE PURSUITS
FXOR301	CANOEING FLAT WATER GUIDE
FXOR302	RAFTING GUIDE INSTRUCTOR
FXOR305	WILDERNESS FIRST AID
FXOR306	EXPEDITION 1
FXOR307	EXPEDITION 2
FXPA350	PERSONAL CHALLENGE 1
FXPA351	PERSONAL CHALLENGE 2
FXPE150	SWIMMING
FXPE151	PERSONAL FITNESS
FXPE152	GYMNASTICS
FXPE154	AUSTRALIAN RULES FOOTBALL
FXPE155	WEIGHT TRAINING
FXPE156	HOCKEY
FXPE157	TRACK AND FIELD
FXPE250	SOFTBALL
FXPE252	VOLLEYBALL
FXPE253	BASKETBALL
FXPE254	CRICKET
FXPE256	SQUASH
FXPE257	SOCCER
FXPE258	TOUCH
FXPE352	DANCE
FXPE353	TRIATHLON
FXPE354	RUGBY UNION
FXPE355	NETBALL
FXPE356	WATER POLO
FXWR100	RELAXATION MASSAGE
FXWR101	INJURY STRAPPING & PREVENTION
FXWR103	LEVEL 2 FIRST AID
FXWR200	PERSONAL TRAINER
FXWR201	SPORTS MASSAGE
FXWR202	WELLNESS ASSESS. COMPETENCIES
FXWR203	HUMAN PERFORMANCE BATTERIES
FXWR300	ERGONOMICS
FXWR301	EQUIP CALIBRATION MAINT&SAFETY
FXWR302	THERAPEUTIC MASSAGE
GEND100	GENDER IN SOCIETY
GEOG100	FOUNDATION OF PHYSICAL GEOG
GEOG101	HUM GEOGRAPHY OF GLOBALISATION
GEOG200	GEOGRAPHIES OF DEV IN SE ASIA
GEOG202	COASTAL ENVIRONMENTS
GEOG300	NATURAL HAZARDS
GEOG301	INDIV READING & RESEARCH UNIT
GEOG304	LAND EVALUATION
GEOG305	URBAN GEOGRAPHY
GLST200	GLOBAL HEALTH
HIST102	AUSTRALIA TO 1900
HIST105	EARLY MODERN EUROPE
HIST106	AUST INDIGENOUS PEOPLES - P&P
HIST107	MODERN AUSTRALIA
HIST108	THE ANCIENT NEAR EAST
HIST109	GREEK CITY STATES
HIST200	FALL OF THE ROMAN REPUBLIC
HIST205	AUSTRALIAN SOCIAL HISTORY
HIST208	EUROPEAN FASCISM 1870 -1945
HIST209	GERMANY 1866 - 1945
HIST210	EUROPEAN EXPANSION 1500-1800
HIST211	MODERN CHINA
HIST212	MODERN JAPAN
HIST213	PACIFIC HISTORY
HIST214	IMMIGRANTS IN AUSTRALIAN HIST
HIST215	LATER MODERN EUROPE
HIST216	MEDIEVAL EUROPE
HIST218	WOMEN IN AUSTRALIAN HISTORY
HIST219	HISTORY/CULTURES OF S.E. ASIA
HIST222	GREEK CITY STATES
HIST224	RISE OF THE UNITED STATES
HIST225	US FOREIGN POLICY SINCE 1945
HIST228	AUSTRALIAN POPULAR CULTURE
HIST229	REBELS/REVLNS-LATIN AMERICA
HIST230	POMPEII IN CONTEXT
HIST308	HISTORIOGRAPHY
HIST325	TRANSNTL PERSPS-AUS HISTORY
HIST330	CONTEMPORARY WORLD HISTORY
HIST331	HUMAN RIGHTS IN HISTORY
HLSC110	BEGINNING PROF. PRACTICE
HLSC111	THE PERSON, HLTH & WELLBEING
HLSC120	SOCIETY, CULTURE AND HEALTH
HLSC121	HEALTH ASSESSMENT
HLSC122	INQUIRY IN HEALTH CARE
HLSC210	MENTAL HEALTH AND ILLNESS
HLSC220	HEALTH CARE ETHICS
HLSC241	SPIRITUALITY IN HEALTH CARE
HLSC301	COMMUNITY ENGAGEMENT
HLSC302	COMM ENGAGE IN DEVEL COUNTRY
HLSC303	ENGAGE W PEOPLE W DEMENTIA
HLSC401	RESEARCH METHODS HLTH SCIENCES
HLSC402	PREP. FOR RESEARCH IN HLTH SC.
HLSC403	DATA MGMT IN HLTH SCIENCES
HLSC501	THEORETICAL FOUNDATIONS OF CE
HLSC502	LEARNING IN CLINICAL SETTINGS
HLSC522	FAMILY MENTAL HEALTH&WELLNESS
HLSC600	ETHICS IN CONTEMP PRACTICE
HLSC601	INTERPRET & APPLYING EVIDENCE
HLSC602	ADVANCED DECISION MAKING
HLSC603	ORGANISATIONAL CONTEXTS & MGMT
HLSC604	QUALITY IN HEALTH CARE
HLSC605	GOVERNANCE IN HEALTH CARE
HLSC606	RESOURCE MANAGEMENT
HLSC607	POLICY&PLANNING IN HEALTH CARE
HLSC608	THEOR FOUNDTNS IN CLINICAL ED
HLSC609	FAC LEARNING IN CLIN SETTINGS
HLSC610	ASSESSMENT AND EVALUATION
HLSC611	CLIN CONSULT & NEGOTIATION
HLSC612	RESEARCH METHODS HLTH SCIENCES
HLSC613	PREP. FOR RESEARCH IN HLTH SC.
HLSC614	DATA MGMT IN HLTH SCIENCES
HLSC615	RESEARCH METHODS HLTH SCIENCES
HRMG100	MANAGEMENT AND PEOPLE
HRMG101	MANAGING ORGS & PEOPLE
HRMG200	INTRODUCTION TO HRMG
HRMG201	HUMAN RESOURCE DEVELOPMENT
HRMG202	PERFORMANCE MANAGEMENT
HRMG203	HUMAN RESOURCE INFO SYSTEMS
HRMG204	ORGANISATIONAL BEHAVIOUR
HRMG212	PERFORMANCE MGMT & EMPL. DEV.
HRMG302	EMPLOYMENT RELATIONS
HRMG303	ORGANISATIONAL CHANGE
HRMG305	CONTEMPORARY ISSUES IN HRM
HRMG310	INTERNATIONAL HRM
HRMG600	CONTEMPORARY ISSUES OF HRM
HRMG601	HUMAN RESOURCE MANAGEMENT
HRMG602	INTERNATIONAL HRM & DIVERSITY
HRMG603	WORKPLACE RELATIONS
HRMG604	STRATEGIC HRM
HSEA010	APPROVED INTERNATIONAL UoS
HSEA011	APPROVED INTERNATIONAL UoS
HSEA012	APPROVED INTERNATIONAL UoS
HSEA013	APPROVED INTERNATIONAL UoS
HSEA020	APPROVED INTERNATIONAL UoS
HSEA021	APPROVED INTERNATIONAL UoS
HSEA022	APPROVED INTERNATIONAL UoS
HSEA023	APPROVED INTERNATIONAL UoS
HSEB010	OVERSEAS PROJECT
HSEB011	OVERSEAS PROJECT
HSEB012	OVERSEAS PROJECT
HSEB013	OVERSEAS PROJECT
HSEB020	OVERSEAS PROJECT
HSEB021	OVERSEAS PROJECT
HSEB022	OVERSEAS PROJECT
HSEB023	OVERSEAS PROJECT
HSOA010	APPROVED INTERNATIONAL UoS
HSOA011	APPROVED INTERNATIONAL UoS
HSOA012	APPROVED INTERNATIONAL UoS
HSOA013	APPROVED INTERNATIONAL UoS
HSOA020	OVERSEAS PROJECT
HSOA021	OVERSEAS PROJECT
HSOA022	OVERSEAS PROJECT
HSOA023	OVERSEAS PROJECT
HSOB010	OVERSEAS PROJECT
HSOB011	OVERSEAS PROJECT
HSOB012	OVERSEAS PROJECT
HSOB013	OVERSEAS PROJECT
HSOB020	OVERSEAS PROJECT
HSOB021	OVERSEAS PROJECT
HSOB022	OVERSEAS PROJECT
HSOB023	OVERSEAS PROJECT
HUMA105	AUSTRALIAN LEISURE & LIFESTYLE
HUMA106	NUTRITION AND EXERCISE ISSUES
HUMA213	LIVING IN RESIDENTIAL FACILITY
HUMA216	AUSTRALIAN OUTDOOR RECREATION
HUMA217	FITNESS FOR LEISURE & RECREATN
HUMA223	1-UNIT OVERSEAS PROJECT 1
HUMA232	THE AGEING PROCESS 1
HUMA233	DIVERSIONAL THERAPY PRACTICE 1
HUMA234	THE AGEING PROCESS 2
HUMA235	DIVERSIONAL THERAPY PRACTICE 2
HUMA238	LIFESTYLE FACILITATION
HUMA239	RESIDENTIAL CARE & SUPERVISION
HUMA242	WORKPLACE ADMINISTRATION SKILL
HUMA243	COMMUNITY- BASED EXPERIENCE
HUMA244	DIVERSIONAL THERAPY PRACTICE 3
HUMA245	BOARDING - INDIGENOUS STUDENTS
HUMA246	BOARDING-INTERNATIONAL STUDENT
HUMA309	AGED CARE IN THE COMMUNITY
HUMA316	THE LAW AND DUTY OF CARE
HUMA400	HONOURS THESIS A (FULL-TIME)
HUMA401	HONOURS THESIS A (PART-TIME)
HUMA402	HONOURS RESEARCH METHODS
HUMA406	HONOURS THESIS B (FULL-TIME)
HUMA407	HONOURS THESIS B (PART-TIME)
HUMA408	HONOURS THESIS C (PART-TIME)
HUMA409	HONOURS THESIS D (PART-TIME)
HUMA410	HONOURS ADVANCED COURSEWORK A
HUMA411	HONOURS ADVANCED COURSEWORK B
HUMA500	PROF DEVELOPMENT:SPECIAL STUDY
INFO102	INTRODUCTION TO DATA ANALYSIS
INFO118	BUSINESS INFO TECHNOLOGY
ISYS101	FUNDAMENTALS OF BUSINESS IS
ISYS110	APPLIED BUSINESS IS
ISYS111	INTRO. TO INFORMATION SYSTEMS
ISYS201	IT INFRASTRUCTURE
ISYS202	BUSINESS ANALYSIS 1
ISYS203	APPLICATIONS DEVELOPMENT 1
ISYS205	E-BUSINESS DESIGN
ISYS206	BUSINESS INTELLIGENCE
ISYS208	TECHNOLOGY MANAGEMENT
ISYS209	BUSINESS ANALYSIS 2
ISYS210	SYSTEMS MANAGEMENT
ISYS214	SOFTWARE ENGINEERING
ISYS300	APPLICATIONS DEVELOPMENT 2
ISYS301	E-BUSINESS APPLICATIONS
ISYS302	CURRENT ISSUES IN EBUSINESS
ISYS304	DATA WAREHOUSING AND MINING
ISYS305	INFORMATION SYSTEMS PROJECT
ISYS308	BUS MODELLING AND ANALYTICS
ISYS309	CURRENT ISSUES IN BI
ISYS310	STATE OF THE ART IN IT
ISYS314	OBJECT ORIENTED SYSTEMS DEVEL
ISYS318	INTELLIGENT SYSTEMS
ISYS319	DECISION SUPPORT SYSTEMS
ISYS400	ADVANCED IS COURSEWORK UNIT 1
ISYS401	ADVANCED IS COURSEWORK UNIT 2
ISYS403	HONOURS PROPOSAL
ISYS404	HONOURS THESIS (FULL TIME)
ISYS406	HONOURS THESIS A (PART TIME)
ISYS407	HONOURS THESIS B (PART TIME)
ISYS408	HONOURS THESIS C (PART TIME)
ISYS600	OPERATIONS & INFO SYSTEMS
ISYS601	INFO SYSTEMS RESEARCH PROJECT
ISYS602	IT INFRASTRUCTURE
ISYS603	DATABASE SYSTEMS
ISYS604	BUSINESS SOFTWARE DESIGN
ISYS605	E-BUSINESS
ISYS606	WEB TECHNOLOGIES AND DESIGN
ISYS613	SYSTEMS DEVELPMT METHODOLOGIES
ISYS622	ENTERPRISE RESOURCE PLANNING
ITAL102	ITALIAN V1
ITAL103	ITALIAN V2
ITAL203	ITALIAN V3
ITAL204	ITALIAN V4
ITAL207	ITALIAN V5
ITAL208	ITALIAN V6
ITAL209	ITALIAN V7
ITAL210	ITALIAN V8
JAPN100	JAPANESE 1
JAPN101	JAPANESE 2
JAPN200	JAPANESE 3
JAPN201	JAPANESE 4
LEGL101	INTRODUCTION TO LAW
LEGL103	INTRO INTERNATL HR LAW & PRAC
LEGL201	COMPANY LAW
LEGL203	HONG KONG COMPANY LAW
LEGL204	BUSINESS LEGAL ENVIRONMENT
LEGL205	INTRODUCTION TO HEALTH LAW
LEGL300	TAXATION LAW
LEGL304	EMPLOYMENT LAW
LEGL305	HONG KONG TAXATION LAW
LEGL306	MARKETING LAW
LEGL307	BANKING AND FINANCIAL LAW
LEGL308	INTELLECTUAL PROPERTY LAW
LEGL309	AUST FIN MARKET & SERVICES LAW
LEGL500	INTRODUCTION TO EDUCATION LAW
LEGL501	GOVERNANCE IN CATHOLIC SCHOOLS
LEGL502	LEGAL OBLIGATIONS & RIGHTS
LEGL503	MANAGING LEGAL ISSUES
LEGL515	APPLIED STUDY IN HUMAN RIGHTS
LEGL516	HUM RTS IN INDIGENOUS PEOPLES
LEGL517	GOVN'CE INDEPEN & STATE SCHOOL
LEGL601	COMMERCIAL & CORPORATIONS LAW
LEGL602	TAXATION LAW
LMGT201	SUPPLY CHAIN CONCEPTS
LMGT202	SUPPLY CHAIN STRATEGY
LMGT301	SUPPLY CHAIN DEMAND MANAGEMENT
LMGT310	SUPPLY CHAIN INVENTORY MGMT
LMGT320	SUPPLY CHAIN PROCESS MGMT
LMGT600	ANALYSIS TOOLS LOGISTICS MGMT
LMGT601	LOGISTICS&TRANSPORT MODELLING
MATH104	FUNCTIONS AND CALCULUS
MATH107	FOUNDATIONS OF MATHEMATICS
MATH116	MATHS - BUSINESS AND FINANCE
MATH117	MATHEMATICAL LOGIC & PROOF
MATH203	ADVANCED CALCULUS
MATH205	GEOMETRY
MATH208	NUMBER THEORY
MATH215	APPLICATIONS OF MATHEMATICS
MATH216	ABSTRACT ALGEBRA & EQUATIONS
MATH218	MATHEMATICAL MODELS&MECHANICS
MATH301	ADVANCED GEOMETRY
MATH303	ABSTRACT ALGEBRA
MATH306	TOPOLOGY
MATH307	TRANSFORMATIONS & SYMETRIES
MATH311	LINEAR PROG & APPLICATIONS
MEDA100	INTRO TO MEDIA PRODUCTION
MEDA101	THEORISING THE MEDIA
MEDA200	AUDIO PRODUCTION 1
MEDA201	SCREEN PRODUCTION 1
MEDA202	2D COMPUTER ANIMATION
MEDA203	3D COMPUTER ANIMATION 1
MEDA206	AUDIO PRODUCTION 2A
MEDA207	AUDIO PRODUCTION 2B
MEDA208	SCREEN PRODUCTION 2A
MEDA209	UNDERSTANDING SCREEN TEXTS
MEDA210	SCREEN PRODUCTION 2B
MEDA211	MEDIA LAW
MEDA213	POWER PROPAGANDA & PERSUASION
MEDA214	DIGITAL IMAGING
MEDA300	INTERNSHIP
MEDT100	MEDITATION IN THE CHRIST TRAD
MEDT101	MEDITATION ACROSS THE LIFESPAN
MEDT102	MEDITATION AND SPECIAL NEEDS
MEDT103	MEDITATION IN OTHER TRADITIONS
MGMT100	FOUNDATIONS OF MANAGEMENT
MGMT200	OPER. MANAGEMENT FOR INNOV.
MGMT205	MANAGERIAL DECISION-MAKING
MGMT206	INDIGENOUS LEADERSHIP
MGMT207	BUSINESS DECISIONS
MGMT208	NON-PROFIT & PUBLIC MANAGEMENT
MGMT302	CSR AND SUSTAINABLE LEADERSHIP
MGMT303	SUPPLY CHAIN MANAGEMENT
MGMT304	STRATEGIC MANAGEMENT
MGMT305	MANAGEMENT & LEADERSHIP
MGMT307	CROSS-CULTURAL MANAGEMENT
MGMT308	PROJECT MANAGEMENT
MGMT601	STRATEGIC HR MANAGEMENT
MGMT605	STRATEGIC MGMT FOR SUSTAINBLTY
MGMT617	RESEARCH METHODS
MGMT618	RESEARCH PROJECT
MGMT621	MANAGEMENT OF CHANGE
MGMT627	PROJECT MANAGEMENT
MGMT632	SPIRITUALITY IN THE WORKPLACE
MGMT637	KNOWLEDGE MANAGEMENT
MGMT638	ETHICS LEADERSHIP IN ORGS
MGMT641	ORG DYNAMICS & BEHAVIOUR
MGMT644	CULTURAL VALUE BASED MANAGEMT
MGMT645	LOGISTICS & SUPPLY CHAIN MGMT
MGMT646	GOVERNANCE NOT-FOR-PROFIT ORGS
MIDW113	THE CHILDBEARING JOURNEY
MIDW115	PRACTICE CONNECTIONS
MIDW127	BEGINNING THE JOURNEY
MIDW216	BEING WITH BIRTHING WOMEN
MIDW218	PRACTICE COLLABORATION
MIDW219	WOMEN'S HEALTH:SOCIOPOLITICAL
MIDW245	THERAPEUTICS IN MIDWIFERY
MIDW331	CHILDBEARING OBSTACLES
MIDW332	WOMEN'S HEALTH: WOMEN'S BUS.
MIDW333	PRACTICE CHALLENGES
MIDW335	BABIES NEEDING EXTRA CARE
MIDW338	CARING FOR BABIES
MIDW341	FEEDING BABIES
MIDW342	PREPARING FOR MIDWIFERY PRAC
MIDW350	PROFESSIONAL MIDWIFERY PRACT.
MIDW400	HONOURS THESIS (PART A)
MIDW401	HONOURS THESIS (PART B)
MIDW402	HONOURS THESIS P/T (PART C)
MIDW405	HONOURS THESIS P/T (PART D)
MIDW508	CONTEMPORARY MIDWIFERY PRAC.
MIDW515	MIDWIFERY FOUNDATIONS
MIDW516	CHILDBEARING FOUNDATIONS
MIDW517	MIDWIFERY PRACTICE 1
MIDW518	PRACTICE PARTNERSHIPS
MIDW519	CONTEXTS OF MIDWIFERY
MIDW520	CHILDBEARING CHALLENGES
MIDW521	MIDWIFERY PRACTICE 2
MIDW523	ETHICAL ISSUES&MIDWIFERY PRAC
MIDW605	GLOBAL CONTEXTS OF MIDWIFERY
MKTG100	PRINCIPLES OF MARKETING
MKTG102	MARKETING ESSENTIALS
MKTG200	MARKETING RESEARCH
MKTG201	CONSUMER BEHAVIOUR
MKTG202	MARKETING COMMUNICATION
MKTG301	INTERNATIONAL MARKETING
MKTG302	RETAIL MARKETING
MKTG305	SERVICES MARKETING
MKTG306	CHANNELS MANAGEMENT
MKTG311	E MARKETING
MKTG313	STRATEGIC MARKETING
MKTG600	MARKETING MANAGEMENT
MKTG601	BRAND MANAGEMENT
MKTG602	INTERNATIONAL MARKETING
MKTG603	MARKETING RESEARCH
MKTG604	ADVANCED CONSUMER BEHAVIOUR
MKTG605	INTEGRATED MARKTG COMMUNICATN
MKTG606	STRATEGIC MARKETING
MKTG607	E-MARKETING
MKTG608	SERVICES MARKETING
MPHA601	MASTER OF PHILOSOPHY THESIS FT
MPHA602	MASTER OF PHILOSOPHY THESIS PT
MPHB601	MASTER OF PHILOSOPHY THESIS FT
MPHB602	MASTER OF PHILOSOPHY THESIS PT
MPHC601	MASTER OF PHILOSOPHY THESIS FT
MPHC602	MASTER OF PHILOSOPHY THESIS PT
MPHD601	MASTER OF PHILOSOPHY THESIS FT
MPHD602	MASTER OF PHILOSOPHY THESIS PT
MPHE601	MASTER OF PHILOSOPHY THESIS FT
MPHE602	MASTER OF PHILOSOPHY THESIS PT
MPHF601	MASTER OF PHILOSOPHY THESIS FT
MPHF602	MASTER OF PHILOSOPHY THESIS PT
MPHG601	MASTER OF PHILOSOPHY THESIS FT
MPHG602	MASTER OF PHILOSOPHY THESIS PT
MPHH601	MASTER OF PHILOSOPHY THESIS FT
MPHH602	MASTER OF PHILOSOPHY THESIS PT
MPHL601	MASTERS THESIS FT
MPHL602	MASTERS THESIS PT
MPHM601	MASTERS THESIS (HIGH) FT
MPHM602	MASTERS THESIS (HIGH) PT
MPHN601	MASTER OF PHILOSOPHY THESIS FT
MPHN602	MASTER OF PHILOSOPHY THESIS PT
MPHO601	MASTER OF PHILOSOPHY THESIS FT
MPHO602	MASTER OF PHILOSOPHY THESIS PT
MPHP601	MASTER OF PHILOSOPHY THESIS FT
MPHP602	MASTER OF PHILOSOPHY THESIS PT
MPHQ601	MASTER OF PHILOSOPHY THESIS FT
MPHQ602	MASTER OF PHILOSOPHY THESIS PT
MPHR601	MASTER OF PHILOSOPHY THESIS FT
MPHR602	MASTER OF PHILOSOPHY THESIS PT
MPHS601	MASTER OF PHILOSOPHY THESIS FT
MPHS602	MASTER OF PHILOSOPHY THESIS PT
MPHT601	MASTER OF PHILOSOPHY THESIS FT
MPHT602	MASTER OF PHILOSOPHY THESIS PT
MPHU601	MASTER OF PHILOSOPHY THESIS FT
MPHU602	MASTER OF PHILOSOPHY THESIS PT
MPHV601	MASTER OF PHILOSOPHY THESIS FT
MPHV602	MASTER OF PHILOSOPHY THESIS PT
MPHW601	MASTER OF PHILOSOPHY THESIS FT
MPHW602	MASTER OF PHILOSOPHY THESIS PT
MPHX601	MASTER OF PHILOSOPHY THESIS FT
MPHX602	MASTER OF PHILOSOPHY THESIS PT
MPHY601	MASTER OF PHILOSOPHY THESIS FT
MPHY602	MASTER OF PHILOSOPHY THESIS PT
MTHA601	MASTER OF THEOLOGY THESIS A FT
MTHA602	MASTER OF THEOLOGY THESIS A PT
MTHB601	MASTER OF THEOLOGY THESIS B FT
MTHB602	MASTER OF THEOLGY THESIS B PT
MUSC155	CHORAL TRAINING 1
MUSC156	CHORAL TRAINING 2
MUSC157	PRACTICAL STUDY 1
MUSC158	PRACTICAL STUDY 2
MUSC160	INTRO TO WRIT & READ MUSIC
MUSC202	MUSIC IN AUSTRALIA
MUSC208	ELECTRONIC/COMPUTER MUSIC TECH
MUSC210	HISTORY OF MUSIC: 18TH CENTURY
MUSC211	HISTORY OF MUSIC: 17TH CENTURY
MUSC212	HISTORY OF MUSIC: 19TH CENTURY
MUSC214	HISTORY OF MUSIC:RENAISSANCE
MUSC220	MUSIC AND LITURGY
MUSC223	MUSIC LANGUAGE STUDIES 3
MUSC224	MUSIC LANGUAGE STUDIES 4
MUSC225	POPULAR MUSIC STUDIES
MUSC230	HIST OF MUSIC:SINCE CIRCA 1900
MUSC234	CANTOR/ANIMATEUR 2
MUSC238	WEST PLAINCHANT THEORY & PRACT
MUSC241	MUSIC LANGUAGE STUDIES 1
MUSC242	MUSIC LANGUAGE STUDIES 2
MUSC257	MUSIC OF THE WORLD
MUSC258	POPULAR SONG: WORDS AND MUSIC
MUSC259	INTRODUCTION TO THE PIPE ORGAN
MUSC260	KEYBOARD PEDAGOGY
MUSC261	VOCAL PEDAGOGY
MUSC262	SPECIAL STUDY IN MUSIC
MUSC263	CHORAL TRAINING 3
MUSC264	CHORAL TRAINING 4
MUSC265	PRACTICAL STUDY 3
MUSC266	PRACTICAL STUDY 4
MUSC267	INTRODUCTION TO WRITING MUSIC
MUSC268	MUSIC WRI&DESN1:SONG WRI ARRAN
MUSC270	HIST OF MUSIC 1:MED TO BAROQUE
MUSC271	HIST OF MUSIC 2:ENL TO PRESENT
MUSC272	ENSEMBLE DIRECTION & PERFORM 1
MUSC273	ENSEMBLE DIRECTION & PERFORM 2
MUSC274	MUSIC AND SPIRIT
MUSC275	MUSIC TECHNOLOGY 1
MUSC276	MUSIC TECHNOLOGY 2
MUSC323	MUSIC LANGUAGE STUDIES 5
MUSC324	MUSIC LANGUAGE STUDIES 6
MUSC331	CHORAL TRAINING 5
MUSC332	CHORAL TRAINING 6
MUSC333	PRACTICAL STUDY 5
MUSC334	PRACTICAL STUDY 6
MUSC335	MUSIC WRI&DESN3:COMPOSITION
MUSC405	MUSICOLOGY
MUSC407	ADVANCED CHORAL DIRECTION A
MUSC411	THESIS A (FULL-TIME)
MUSC412	THESIS A (PART-TIME)
MUSC420	MUSIC COMPOSITION A
MUSC421	MUSIC COMPOSITION B
MUSC423	ADVANCED CHORAL DIRECTION B
MUSC424	THESIS B (FULL-TIME)
MUSC425	THESIS B (PART-TIME)
MUSC426	THESIS C (PART-TIME)
MUSC427	THESIS D (PART-TIME)
MUSC436	SPECIAL STUDY IN MUSIC
MUSC454	MUSIC CRITICISM AND AESTHETICS
MUSC455	ADV STUDIES IN MUSIC ANALYSIS
MUSC456	MUSIC EDIT & TEXTUAL CRITICISM
MUSC608	MASTER'S CHORAL DIRECTION A
MUSC631	SPECIAL STUDY IN MUSIC
MUSC637	MAS PRAC STUDY: INSTRUMENTAL B
NRPL257	CHILD,ADOL. & FAM. NURSING(PL)
NRPL258	ACUTE CARE NURSING 1 (PL)
NRPL259	PROMO.HEALTH IN EXTENDED CARE
NRPL261	CLIN.INTEGRATION:ACUTE CARE(PL
NRPL262	CLIN.INTEGRATION:MENTAL HTH(PL
NRPL354	CLIN.INTEGRATION:COMP.CARE(PL)
NRPL355	CLIN.INTEGRATION:PROF.PRAC(PL)
NRPL366	PARTNERSHIP IN CHRONICITY (PL)
NRPL367	TRANSITION TO PROF.NURSING(PL)
NRSG120	INDIGENOUS CULTURE & HEALTH
NRSG121	CONTEXTS OF NURSING 1
NRSG122	EXPLORING PROFESS. PRACTICE
NRSG123	CONTEXTS OF NURSING 2
NRSG124	INTRO TO NURSING PRACTICE
NRSG136	INTRO. TO AUST. NURSING PRAC.
NRSG137	INTRO TO NURSING PRACTICE
